"V1";"V2";"V3";"V4"
"What share of South African popular vote will ANC win?";"S. Africa ANC vote share?";"57-59%";"57-59%"
"What share of South African popular vote will ANC win?";"S. Africa ANC vote share?";"53-55%";"53-55%"
"What share of South African popular vote will ANC win?";"S. Africa ANC vote share?";"51-53%";"51-53%"
"What share of South African popular vote will ANC win?";"S. Africa ANC vote share?";"49-51%";"49-51%"
"What share of South African popular vote will ANC win?";"S. Africa ANC vote share?";"61% or more";"61+"
"What share of South African popular vote will ANC win?";"S. Africa ANC vote share?";"55-57%";"55-57%"
"What share of South African popular vote will ANC win?";"S. Africa ANC vote share?";"Less than 49%";"49-"
"What share of South African popular vote will ANC win?";"S. Africa ANC vote share?";"59-61%";"59-61%"
"What will Trump's 538 job approval index be for May 14?";"Trump 538 approval on 5/14?";"42.3% - 42.5%";"42.3-42.5"
"What will Trump's 538 job approval index be for May 14?";"Trump 538 approval on 5/14?";"42.0% - 42.2%";"42.0-42.2"
"What will Trump's 538 job approval index be for May 14?";"Trump 538 approval on 5/14?";"43.2% or higher";"43.2+"
"What will Trump's 538 job approval index be for May 14?";"Trump 538 approval on 5/14?";"42.6% - 42.8%";"42.6-42.8"
"What will Trump's 538 job approval index be for May 14?";"Trump 538 approval on 5/14?";"41.7% - 41.9%";"41.7-41.9"
"What will Trump's 538 job approval index be for May 14?";"Trump 538 approval on 5/14?";"42.9% - 43.1%";"42.9-43.1"
"What will Trump's 538 job approval index be for May 14?";"Trump 538 approval on 5/14?";"41.6% or lower";"41.6-"
"How many @realDonaldTrump tweets mention ""collusion"" noon 5/7 - noon 5/14?";"Trump ""collusion"" tweets noon 5/7-5/14?";"9 or more";"9+"
"How many @realDonaldTrump tweets mention ""collusion"" noon 5/7 - noon 5/14?";"Trump ""collusion"" tweets noon 5/7-5/14?";"6 tweets";"6"
"How many @realDonaldTrump tweets mention ""collusion"" noon 5/7 - noon 5/14?";"Trump ""collusion"" tweets noon 5/7-5/14?";"5 tweets";"5"
"How many @realDonaldTrump tweets mention ""collusion"" noon 5/7 - noon 5/14?";"Trump ""collusion"" tweets noon 5/7-5/14?";"4 tweets";"4"
"How many @realDonaldTrump tweets mention ""collusion"" noon 5/7 - noon 5/14?";"Trump ""collusion"" tweets noon 5/7-5/14?";"3 tweets";"3"
"How many @realDonaldTrump tweets mention ""collusion"" noon 5/7 - noon 5/14?";"Trump ""collusion"" tweets noon 5/7-5/14?";"2 tweets";"2"
"How many @realDonaldTrump tweets mention ""collusion"" noon 5/7 - noon 5/14?";"Trump ""collusion"" tweets noon 5/7-5/14?";"1 tweet";"1"
"How many @realDonaldTrump tweets mention ""collusion"" noon 5/7 - noon 5/14?";"Trump ""collusion"" tweets noon 5/7-5/14?";"0 tweets";"0"
"How many @realDonaldTrump tweets mention ""collusion"" noon 5/7 - noon 5/14?";"Trump ""collusion"" tweets noon 5/7-5/14?";"7 tweets";"7"
"How many @realDonaldTrump tweets mention ""collusion"" noon 5/7 - noon 5/14?";"Trump ""collusion"" tweets noon 5/7-5/14?";"8 tweets";"8"
"How many @realDonaldTrump tweets mention ""tariff"" noon 5/7 - noon 5/14?";"Trump ""tariff"" tweets noon 5/7-5/14?";"9 or more";"9+"
"How many @realDonaldTrump tweets mention ""tariff"" noon 5/7 - noon 5/14?";"Trump ""tariff"" tweets noon 5/7-5/14?";"6 tweets";"6"
"How many @realDonaldTrump tweets mention ""tariff"" noon 5/7 - noon 5/14?";"Trump ""tariff"" tweets noon 5/7-5/14?";"5 tweets";"5"
"How many @realDonaldTrump tweets mention ""tariff"" noon 5/7 - noon 5/14?";"Trump ""tariff"" tweets noon 5/7-5/14?";"4 tweets";"4"
"How many @realDonaldTrump tweets mention ""tariff"" noon 5/7 - noon 5/14?";"Trump ""tariff"" tweets noon 5/7-5/14?";"3 tweets";"3"
"How many @realDonaldTrump tweets mention ""tariff"" noon 5/7 - noon 5/14?";"Trump ""tariff"" tweets noon 5/7-5/14?";"2 tweets";"2"
"How many @realDonaldTrump tweets mention ""tariff"" noon 5/7 - noon 5/14?";"Trump ""tariff"" tweets noon 5/7-5/14?";"1 tweet";"1"
"How many @realDonaldTrump tweets mention ""tariff"" noon 5/7 - noon 5/14?";"Trump ""tariff"" tweets noon 5/7-5/14?";"0 tweets";"0"
"How many @realDonaldTrump tweets mention ""tariff"" noon 5/7 - noon 5/14?";"Trump ""tariff"" tweets noon 5/7-5/14?";"7 tweets";"7"
"How many @realDonaldTrump tweets mention ""tariff"" noon 5/7 - noon 5/14?";"Trump ""tariff"" tweets noon 5/7-5/14?";"8 tweets";"8"
"Will any @joebiden tweet mention ""clown"" noon 5/7 - noon 5/14?";"Biden ""clown"" tweet noon 5/7-5/14?";"Will any @joebiden tweet mention ""clown"" noon 5/7 - noon 5/14?";"Biden ""clown"" tweet noon 5/7-5/14?"
"Who will be 2nd place in 538's 2020 Endorsement Primary on 5/31?";"538 endorsement 2nd place on 5/31?";"Cory Booker";"Booker"
"Who will be 2nd place in 538's 2020 Endorsement Primary on 5/31?";"538 endorsement 2nd place on 5/31?";"Joe Biden";"Biden"
"Who will be 2nd place in 538's 2020 Endorsement Primary on 5/31?";"538 endorsement 2nd place on 5/31?";"Kamala Harris";"Harris"
"Who will be 2nd place in 538's 2020 Endorsement Primary on 5/31?";"538 endorsement 2nd place on 5/31?";"Bernie Sanders";"Sanders"
"Who will be 2nd place in 538's 2020 Endorsement Primary on 5/31?";"538 endorsement 2nd place on 5/31?";"Elizabeth Warren";"Warren"
"Who will be 2nd place in 538's 2020 Endorsement Primary on 5/31?";"538 endorsement 2nd place on 5/31?";"Amy Klobuchar";"Klobuchar"
"Who will be 2nd place in 538's 2020 Endorsement Primary on 5/31?";"538 endorsement 2nd place on 5/31?";"Pete Buttigieg";"Buttigieg"
"Who will be 2nd place in 538's 2020 Endorsement Primary on 5/31?";"538 endorsement 2nd place on 5/31?";"Beto O'Rourke";"O'Rourke"
"Who will be 2nd place in 538's 2020 Endorsement Primary on 5/31?";"538 endorsement 2nd place on 5/31?";"Julian Castro";"Castro"
"Will Biden lead 538's 2020 Endorsement Primary on 5/31?";"Biden lead 538 endorsements on 5/31?";"Will Biden lead 538's 2020 Endorsement Primary on 5/31?";"Biden lead 538 endorsements on 5/31?"
"How many tweets will @whitehouse post from noon May 9 to noon May 16?";"@whitehouse tweets 5/9 - 5/16?";"160 - 169";"160 - 169"
"How many tweets will @whitehouse post from noon May 9 to noon May 16?";"@whitehouse tweets 5/9 - 5/16?";"119 or fewer";"119-"
"How many tweets will @whitehouse post from noon May 9 to noon May 16?";"@whitehouse tweets 5/9 - 5/16?";"140 - 149";"140 - 149"
"How many tweets will @whitehouse post from noon May 9 to noon May 16?";"@whitehouse tweets 5/9 - 5/16?";"130 - 139";"130 - 139"
"How many tweets will @whitehouse post from noon May 9 to noon May 16?";"@whitehouse tweets 5/9 - 5/16?";"150 - 159";"150 - 159"
"How many tweets will @whitehouse post from noon May 9 to noon May 16?";"@whitehouse tweets 5/9 - 5/16?";"120 - 129";"120 - 129"
"How many tweets will @whitehouse post from noon May 9 to noon May 16?";"@whitehouse tweets 5/9 - 5/16?";"170 or more";"170+"
"How many tweets will @realDonaldTrump post from noon May 8 to noon May 15?";"@realDonaldTrump tweets 5/8 - 5/15?";"135 or more";"135+"
"How many tweets will @realDonaldTrump post from noon May 8 to noon May 15?";"@realDonaldTrump tweets 5/8 - 5/15?";"130 - 134";"130 - 134"
"How many tweets will @realDonaldTrump post from noon May 8 to noon May 15?";"@realDonaldTrump tweets 5/8 - 5/15?";"125 - 129";"125 - 129"
"How many tweets will @realDonaldTrump post from noon May 8 to noon May 15?";"@realDonaldTrump tweets 5/8 - 5/15?";"120 - 124";"120 - 124"
"How many tweets will @realDonaldTrump post from noon May 8 to noon May 15?";"@realDonaldTrump tweets 5/8 - 5/15?";"110 - 114";"110 - 114"
"How many tweets will @realDonaldTrump post from noon May 8 to noon May 15?";"@realDonaldTrump tweets 5/8 - 5/15?";"115 - 119";"115 - 119"
"How many tweets will @realDonaldTrump post from noon May 8 to noon May 15?";"@realDonaldTrump tweets 5/8 - 5/15?";"109 or fewer";"109-"
"What will Sanders' RCP average support be at end of day May 31?";"Sanders RCP average on 5/31?";"16.0% - 16.9%";"16.0% - 16.9%"
"What will Sanders' RCP average support be at end of day May 31?";"Sanders RCP average on 5/31?";"12.9% or lower";"12.9%-"
"What will Sanders' RCP average support be at end of day May 31?";"Sanders RCP average on 5/31?";"14.0% - 14.9%";"14.0% - 14.9%"
"What will Sanders' RCP average support be at end of day May 31?";"Sanders RCP average on 5/31?";"17.0% - 17.9%";"17.0% - 17.9%"
"What will Sanders' RCP average support be at end of day May 31?";"Sanders RCP average on 5/31?";"13.0% - 13.9%";"13.0% - 13.9%"
"What will Sanders' RCP average support be at end of day May 31?";"Sanders RCP average on 5/31?";"18.0% or higher";"18.0%+"
"What will Sanders' RCP average support be at end of day May 31?";"Sanders RCP average on 5/31?";"15.0% - 15.9%";"15.0% - 15.9%"
"What will Biden's RCP average support be at end of day May 31?";"Biden RCP average on 5/31?";"36.9% or lower";"36.9%-"
"What will Biden's RCP average support be at end of day May 31?";"Biden RCP average on 5/31?";"38.0% - 38.9%";"38.0% - 38.9%"
"What will Biden's RCP average support be at end of day May 31?";"Biden RCP average on 5/31?";"41.0% - 41.9%";"41.0% - 41.9%"
"What will Biden's RCP average support be at end of day May 31?";"Biden RCP average on 5/31?";"40.0% - 40.9%";"40.0% - 40.9%"
"What will Biden's RCP average support be at end of day May 31?";"Biden RCP average on 5/31?";"37.0% - 37.9%";"37.0% - 37.9%"
"What will Biden's RCP average support be at end of day May 31?";"Biden RCP average on 5/31?";"42.0% or higher";"42.0+"
"What will Biden's RCP average support be at end of day May 31?";"Biden RCP average on 5/31?";"39.0% - 39.9%";"39.0% - 39.9%"
"Will Trump's Rasmussen approval be 49% or higher on May 15?";"Trump's Rasmussen at 49+ on 5/15?";"Will Trump's Rasmussen approval be 49% or higher on May 15?";"Trump's Rasmussen at 49+ on 5/15?"
"What will Buttigieg's RCP average support be at end of day May 31?";"Buttigieg RCP average on 5/31?";"6.0% - 6.4%";"6.0% - 6.4%"
"What will Buttigieg's RCP average support be at end of day May 31?";"Buttigieg RCP average on 5/31?";"5.4% or lower";"5.4%-"
"What will Buttigieg's RCP average support be at end of day May 31?";"Buttigieg RCP average on 5/31?";"7.0% - 7.4%";"7.0% - 7.4%"
"What will Buttigieg's RCP average support be at end of day May 31?";"Buttigieg RCP average on 5/31?";"5.5% - 5.9%";"5.5% - 5.9%"
"What will Buttigieg's RCP average support be at end of day May 31?";"Buttigieg RCP average on 5/31?";"6.5% - 6.9%";"6.5% - 6.9%"
"What will Buttigieg's RCP average support be at end of day May 31?";"Buttigieg RCP average on 5/31?";"7.5% - 7.9%";"7.5% - 7.9%"
"What will Buttigieg's RCP average support be at end of day May 31?";"Buttigieg RCP average on 5/31?";"8.0% or higher";"8.0+"
"What will Warren's RCP average support be at end of day May 31?";"Warren RCP average on 5/31?";"9.0% or higher";"9.0+"
"What will Warren's RCP average support be at end of day May 31?";"Warren RCP average on 5/31?";"6.4% or lower";"6.4%-"
"What will Warren's RCP average support be at end of day May 31?";"Warren RCP average on 5/31?";"8.0% - 8.4%";"8.0% - 8.4%"
"What will Warren's RCP average support be at end of day May 31?";"Warren RCP average on 5/31?";"7.5% - 7.9%";"7.5% - 7.9%"
"What will Warren's RCP average support be at end of day May 31?";"Warren RCP average on 5/31?";"7.0% - 7.4%";"7.0% - 7.4%"
"What will Warren's RCP average support be at end of day May 31?";"Warren RCP average on 5/31?";"8.5% - 8.9%";"8.5% - 8.9%"
"What will Warren's RCP average support be at end of day May 31?";"Warren RCP average on 5/31?";"6.5% - 6.9%";"6.5% - 6.9%"
"What will Trump's 538 job approval index be for May 31?";"Trump 538 approval on 5/31?";"41.6% or lower";"41.6-"
"What will Trump's 538 job approval index be for May 31?";"Trump 538 approval on 5/31?";"43.2% or higher";"43.2+"
"What will Trump's 538 job approval index be for May 31?";"Trump 538 approval on 5/31?";"42.0% - 42.2%";"42.0-42.2"
"What will Trump's 538 job approval index be for May 31?";"Trump 538 approval on 5/31?";"42.3% - 42.5%";"42.3-42.5"
"What will Trump's 538 job approval index be for May 31?";"Trump 538 approval on 5/31?";"42.6% - 42.8%";"42.6-42.8"
"What will Trump's 538 job approval index be for May 31?";"Trump 538 approval on 5/31?";"41.7% - 41.9%";"41.7-41.9"
"What will Trump's 538 job approval index be for May 31?";"Trump 538 approval on 5/31?";"42.9% - 43.1%";"42.9-43.1"
"Will Roy Moore file to run for Senate by Sep. 30?";"Moore to run for Senate by 9/30?";"Will Roy Moore file to run for Senate by Sep. 30?";"Moore to run for Senate by 9/30?"
"Who will be 3rd place in 538's 2020 Endorsement Primary on 5/31?";"538 endorsement 3rd place on 5/31?";"Cory Booker";"Booker"
"Who will be 3rd place in 538's 2020 Endorsement Primary on 5/31?";"538 endorsement 3rd place on 5/31?";"Kamala Harris";"Harris"
"Who will be 3rd place in 538's 2020 Endorsement Primary on 5/31?";"538 endorsement 3rd place on 5/31?";"Bernie Sanders";"Sanders"
"Who will be 3rd place in 538's 2020 Endorsement Primary on 5/31?";"538 endorsement 3rd place on 5/31?";"Elizabeth Warren";"Warren"
"Who will be 3rd place in 538's 2020 Endorsement Primary on 5/31?";"538 endorsement 3rd place on 5/31?";"Amy Klobuchar";"Klobuchar"
"Who will be 3rd place in 538's 2020 Endorsement Primary on 5/31?";"538 endorsement 3rd place on 5/31?";"Pete Buttigieg";"Buttigieg"
"Who will be 3rd place in 538's 2020 Endorsement Primary on 5/31?";"538 endorsement 3rd place on 5/31?";"Joe Biden";"Biden"
"Who will be 3rd place in 538's 2020 Endorsement Primary on 5/31?";"538 endorsement 3rd place on 5/31?";"Julian Castro";"Castro"
"Who will be 3rd place in 538's 2020 Endorsement Primary on 5/31?";"538 endorsement 3rd place on 5/31?";"Beto O'Rourke";"O'Rourke"
"How many tweets will @potus post from noon 5/10 - noon 5/17?";"@potus tweets noon 5/10 - noon 5/17?";"80 or more";"80+"
"How many tweets will @potus post from noon 5/10 - noon 5/17?";"@potus tweets noon 5/10 - noon 5/17?";"54 or fewer";"54-"
"How many tweets will @potus post from noon 5/10 - noon 5/17?";"@potus tweets noon 5/10 - noon 5/17?";"55 - 59";"55 - 59"
"How many tweets will @potus post from noon 5/10 - noon 5/17?";"@potus tweets noon 5/10 - noon 5/17?";"60 - 64";"60 - 64"
"How many tweets will @potus post from noon 5/10 - noon 5/17?";"@potus tweets noon 5/10 - noon 5/17?";"65 - 69";"65 - 69"
"How many tweets will @potus post from noon 5/10 - noon 5/17?";"@potus tweets noon 5/10 - noon 5/17?";"75 - 79";"75 - 79"
"How many tweets will @potus post from noon 5/10 - noon 5/17?";"@potus tweets noon 5/10 - noon 5/17?";"70 - 74";"70 - 74"
"How many tweets will @vp post from noon 5/10 - noon 5/17?";"@vp tweets noon 5/10 - noon 5/17?";"45 - 49";"45 - 49"
"How many tweets will @vp post from noon 5/10 - noon 5/17?";"@vp tweets noon 5/10 - noon 5/17?";"39 or fewer";"39-"
"How many tweets will @vp post from noon 5/10 - noon 5/17?";"@vp tweets noon 5/10 - noon 5/17?";"55 - 59";"55 - 59"
"How many tweets will @vp post from noon 5/10 - noon 5/17?";"@vp tweets noon 5/10 - noon 5/17?";"65 or more";"65+"
"How many tweets will @vp post from noon 5/10 - noon 5/17?";"@vp tweets noon 5/10 - noon 5/17?";"50 - 54";"50 - 54"
"How many tweets will @vp post from noon 5/10 - noon 5/17?";"@vp tweets noon 5/10 - noon 5/17?";"60 - 64";"60 - 64"
"How many tweets will @vp post from noon 5/10 - noon 5/17?";"@vp tweets noon 5/10 - noon 5/17?";"40 - 44";"40 - 44"
"What will Trump's RCP average job approval be at end of day May 20?";"Trump RCP avg. approval on 5/20?";"44.1% or lower";"44.1-"
"What will Trump's RCP average job approval be at end of day May 20?";"Trump RCP avg. approval on 5/20?";"45.0% - 45.3%";"45.0-45.3"
"What will Trump's RCP average job approval be at end of day May 20?";"Trump RCP avg. approval on 5/20?";"44.2% - 44.5%";"44.2-44.5"
"What will Trump's RCP average job approval be at end of day May 20?";"Trump RCP avg. approval on 5/20?";"45.8% - 46.1%";"45.8-46.1"
"What will Trump's RCP average job approval be at end of day May 20?";"Trump RCP avg. approval on 5/20?";"44.6% - 44.9%";"44.6-44.9"
"What will Trump's RCP average job approval be at end of day May 20?";"Trump RCP avg. approval on 5/20?";"46.2% or higher";"46.2+"
"What will Trump's RCP average job approval be at end of day May 20?";"Trump RCP avg. approval on 5/20?";"45.4% - 45.7%";"45.4-45.7"
"Who will win the 2019 Kentucky Democratic gubernatorial primary?";"Who'll win KY Dem gubernatorial primary?";"Andy Beshear";"Beshear"
"Who will win the 2019 Kentucky Democratic gubernatorial primary?";"Who'll win KY Dem gubernatorial primary?";"Rocky Adkins";"Adkins"
"Who will win the 2019 Kentucky Democratic gubernatorial primary?";"Who'll win KY Dem gubernatorial primary?";"Adam Edelen";"Edelen"
"How many seats will Australia's Labor Party win in 2019?";"Seats won by ALP in 2019?";"69 or fewer";"69-"
"How many seats will Australia's Labor Party win in 2019?";"Seats won by ALP in 2019?";"80 or more";"80+"
"How many seats will Australia's Labor Party win in 2019?";"Seats won by ALP in 2019?";"70 - 71";"70 - 71"
"How many seats will Australia's Labor Party win in 2019?";"Seats won by ALP in 2019?";"72 - 73";"72 - 73"
"How many seats will Australia's Labor Party win in 2019?";"Seats won by ALP in 2019?";"74 - 75";"74 - 75"
"How many seats will Australia's Labor Party win in 2019?";"Seats won by ALP in 2019?";"78 - 79";"78 - 79"
"How many seats will Australia's Labor Party win in 2019?";"Seats won by ALP in 2019?";"76 - 77";"76 - 77"
"What will Trump's 538 job approval index be for May 21?";"Trump 538 approval on 5/21?";"41.3% or lower";"41.3-"
"What will Trump's 538 job approval index be for May 21?";"Trump 538 approval on 5/21?";"42.9% or higher";"42.9+"
"What will Trump's 538 job approval index be for May 21?";"Trump 538 approval on 5/21?";"42.0% - 42.2%";"42.0-42.2"
"What will Trump's 538 job approval index be for May 21?";"Trump 538 approval on 5/21?";"42.3% - 42.5%";"42.3-42.5"
"What will Trump's 538 job approval index be for May 21?";"Trump 538 approval on 5/21?";"42.6% - 42.8%";"42.6-42.8"
"What will Trump's 538 job approval index be for May 21?";"Trump 538 approval on 5/21?";"41.7% - 41.9%";"41.7-41.9"
"What will Trump's 538 job approval index be for May 21?";"Trump 538 approval on 5/21?";"41.4% - 41.6%";"41.4-41.6"
"How many @realDonaldTrump tweets mention ""tariff"" noon 5/14 - noon 5/21?";"Trump ""tariff"" tweets noon 5/14-5/21?";"1-2 tweets";"1-2"
"How many @realDonaldTrump tweets mention ""tariff"" noon 5/14 - noon 5/21?";"Trump ""tariff"" tweets noon 5/14-5/21?";"17 or more";"17+"
"How many @realDonaldTrump tweets mention ""tariff"" noon 5/14 - noon 5/21?";"Trump ""tariff"" tweets noon 5/14-5/21?";"11-12 tweets";"11-12"
"How many @realDonaldTrump tweets mention ""tariff"" noon 5/14 - noon 5/21?";"Trump ""tariff"" tweets noon 5/14-5/21?";"9-10 tweets";"9-10"
"How many @realDonaldTrump tweets mention ""tariff"" noon 5/14 - noon 5/21?";"Trump ""tariff"" tweets noon 5/14-5/21?";"7-8 tweets";"7-8"
"How many @realDonaldTrump tweets mention ""tariff"" noon 5/14 - noon 5/21?";"Trump ""tariff"" tweets noon 5/14-5/21?";"5-6 tweets";"5-6"
"How many @realDonaldTrump tweets mention ""tariff"" noon 5/14 - noon 5/21?";"Trump ""tariff"" tweets noon 5/14-5/21?";"3-4 tweets";"3-4"
"How many @realDonaldTrump tweets mention ""tariff"" noon 5/14 - noon 5/21?";"Trump ""tariff"" tweets noon 5/14-5/21?";"0 tweets";"0"
"How many @realDonaldTrump tweets mention ""tariff"" noon 5/14 - noon 5/21?";"Trump ""tariff"" tweets noon 5/14-5/21?";"13-14 tweets";"13-14"
"How many @realDonaldTrump tweets mention ""tariff"" noon 5/14 - noon 5/21?";"Trump ""tariff"" tweets noon 5/14-5/21?";"15-16 tweets";"15-16"
"How many @realDonaldTrump tweets mention ""collusion"" noon 5/14 - noon 5/21?";"Trump ""collusion"" tweets noon 5/14-5/21?";"1-2 tweets";"1-2"
"How many @realDonaldTrump tweets mention ""collusion"" noon 5/14 - noon 5/21?";"Trump ""collusion"" tweets noon 5/14-5/21?";"13-14 tweets";"13-14"
"How many @realDonaldTrump tweets mention ""collusion"" noon 5/14 - noon 5/21?";"Trump ""collusion"" tweets noon 5/14-5/21?";"15-16 tweets";"15-16"
"How many @realDonaldTrump tweets mention ""collusion"" noon 5/14 - noon 5/21?";"Trump ""collusion"" tweets noon 5/14-5/21?";"17 or more";"17+"
"How many @realDonaldTrump tweets mention ""collusion"" noon 5/14 - noon 5/21?";"Trump ""collusion"" tweets noon 5/14-5/21?";"11-12 tweets";"11-12"
"How many @realDonaldTrump tweets mention ""collusion"" noon 5/14 - noon 5/21?";"Trump ""collusion"" tweets noon 5/14-5/21?";"9-10 tweets";"9-10"
"How many @realDonaldTrump tweets mention ""collusion"" noon 5/14 - noon 5/21?";"Trump ""collusion"" tweets noon 5/14-5/21?";"7-8 tweets";"7-8"
"How many @realDonaldTrump tweets mention ""collusion"" noon 5/14 - noon 5/21?";"Trump ""collusion"" tweets noon 5/14-5/21?";"5-6 tweets";"5-6"
"How many @realDonaldTrump tweets mention ""collusion"" noon 5/14 - noon 5/21?";"Trump ""collusion"" tweets noon 5/14-5/21?";"3-4 tweets";"3-4"
"How many @realDonaldTrump tweets mention ""collusion"" noon 5/14 - noon 5/21?";"Trump ""collusion"" tweets noon 5/14-5/21?";"0 tweets";"0"
"Will any @joebiden tweet mention ""Obama"" noon 5/14 - noon 5/21?";"Biden ""Obama"" tweet noon 5/14-5/21?";"Will any @joebiden tweet mention ""Obama"" noon 5/14 - noon 5/21?";"Biden ""Obama"" tweet noon 5/14-5/21?"
"How many tweets will @realDonaldTrump post from noon May 15 to noon May 22?";"@realDonaldTrump tweets 5/15 - 5/22?";"120 - 129";"120 - 129"
"How many tweets will @realDonaldTrump post from noon May 15 to noon May 22?";"@realDonaldTrump tweets 5/15 - 5/22?";"170 or more";"170+"
"How many tweets will @realDonaldTrump post from noon May 15 to noon May 22?";"@realDonaldTrump tweets 5/15 - 5/22?";"160 - 169";"160 - 169"
"How many tweets will @realDonaldTrump post from noon May 15 to noon May 22?";"@realDonaldTrump tweets 5/15 - 5/22?";"150 - 159";"150 - 159"
"How many tweets will @realDonaldTrump post from noon May 15 to noon May 22?";"@realDonaldTrump tweets 5/15 - 5/22?";"140 - 149";"140 - 149"
"How many tweets will @realDonaldTrump post from noon May 15 to noon May 22?";"@realDonaldTrump tweets 5/15 - 5/22?";"130 - 139";"130 - 139"
"How many tweets will @realDonaldTrump post from noon May 15 to noon May 22?";"@realDonaldTrump tweets 5/15 - 5/22?";"119 or fewer";"119-"
"Will Trump's Rasmussen approval be 48% or higher on May 22?";"Trump's Rasmussen at 48+ on 5/2?";"Will Trump's Rasmussen approval be 48% or higher on May 22?";"Trump's Rasmussen at 48+ on 5/2?"
"How many Yea votes will Shanahan receive in a confirmation vote by Aug. 31?";"Yea votes for Shanahan by 8/31?";"49 or fewer";"49-"
"How many Yea votes will Shanahan receive in a confirmation vote by Aug. 31?";"Yea votes for Shanahan by 8/31?";"50";"50"
"How many Yea votes will Shanahan receive in a confirmation vote by Aug. 31?";"Yea votes for Shanahan by 8/31?";"52";"52"
"How many Yea votes will Shanahan receive in a confirmation vote by Aug. 31?";"Yea votes for Shanahan by 8/31?";"56";"56"
"How many Yea votes will Shanahan receive in a confirmation vote by Aug. 31?";"Yea votes for Shanahan by 8/31?";"58";"58"
"How many Yea votes will Shanahan receive in a confirmation vote by Aug. 31?";"Yea votes for Shanahan by 8/31?";"59";"59"
"How many Yea votes will Shanahan receive in a confirmation vote by Aug. 31?";"Yea votes for Shanahan by 8/31?";"60 or more";"60+"
"How many Yea votes will Shanahan receive in a confirmation vote by Aug. 31?";"Yea votes for Shanahan by 8/31?";"53";"53"
"How many Yea votes will Shanahan receive in a confirmation vote by Aug. 31?";"Yea votes for Shanahan by 8/31?";"51";"51"
"How many Yea votes will Shanahan receive in a confirmation vote by Aug. 31?";"Yea votes for Shanahan by 8/31?";"57";"57"
"How many Yea votes will Shanahan receive in a confirmation vote by Aug. 31?";"Yea votes for Shanahan by 8/31?";"55";"55"
"How many Yea votes will Shanahan receive in a confirmation vote by Aug. 31?";"Yea votes for Shanahan by 8/31?";"54";"54"
"Will the Senate confirm a new DHS secretary by Aug. 31?";"Senate confirm new DHS sec. by 8/31?";"Will the Senate confirm a new DHS secretary by Aug. 31?";"Senate confirm new DHS sec. by 8/31?"
"Will the Senate confirm a new UN ambassador by Aug. 31?";"Senate confirm new UN amb. by 8/31?";"Will the Senate confirm a new UN ambassador by Aug. 31?";"Senate confirm new UN amb. by 8/31?"
"Will the Senate confirm a new SBA admin. by Aug. 31?";"Senate confirm new SBA admin. by 8/31?";"Will the Senate confirm a new SBA admin. by Aug. 31?";"Senate confirm new SBA admin. by 8/31?"
"How many tweets will @whitehouse post from noon May 16 to noon May 23?";"@whitehouse tweets 5/16 - 5/23?";"140 - 149";"140 - 149"
"How many tweets will @whitehouse post from noon May 16 to noon May 23?";"@whitehouse tweets 5/16 - 5/23?";"129 or fewer";"129-"
"How many tweets will @whitehouse post from noon May 16 to noon May 23?";"@whitehouse tweets 5/16 - 5/23?";"130 - 139";"130 - 139"
"How many tweets will @whitehouse post from noon May 16 to noon May 23?";"@whitehouse tweets 5/16 - 5/23?";"150 - 159";"150 - 159"
"How many tweets will @whitehouse post from noon May 16 to noon May 23?";"@whitehouse tweets 5/16 - 5/23?";"160 - 169";"160 - 169"
"How many tweets will @whitehouse post from noon May 16 to noon May 23?";"@whitehouse tweets 5/16 - 5/23?";"170 - 179";"170 - 179"
"How many tweets will @whitehouse post from noon May 16 to noon May 23?";"@whitehouse tweets 5/16 - 5/23?";"180 or more";"180+"
"Will Obama endorse Biden by Dec. 31, according to 538?";"Obama endorse Biden by 12/31 per 538?";"Will Obama endorse Biden by Dec. 31, according to 538?";"Obama endorse Biden by 12/31 per 538?"
"How many tweets will @vp post from noon 5/17 - noon 5/24?";"@vp tweets noon 5/17 - noon 5/24?";"39 or fewer";"39-"
"How many tweets will @vp post from noon 5/17 - noon 5/24?";"@vp tweets noon 5/17 - noon 5/24?";"50 - 54";"50 - 54"
"How many tweets will @vp post from noon 5/17 - noon 5/24?";"@vp tweets noon 5/17 - noon 5/24?";"55 - 59";"55 - 59"
"How many tweets will @vp post from noon 5/17 - noon 5/24?";"@vp tweets noon 5/17 - noon 5/24?";"65 or more";"65+"
"How many tweets will @vp post from noon 5/17 - noon 5/24?";"@vp tweets noon 5/17 - noon 5/24?";"45 - 49";"45 - 49"
"How many tweets will @vp post from noon 5/17 - noon 5/24?";"@vp tweets noon 5/17 - noon 5/24?";"60 - 64";"60 - 64"
"How many tweets will @vp post from noon 5/17 - noon 5/24?";"@vp tweets noon 5/17 - noon 5/24?";"40 - 44";"40 - 44"
"How many tweets will @potus post from noon 5/17 - noon 5/24?";"@potus tweets noon 5/17 - noon 5/24?";"65 - 69";"65 - 69"
"How many tweets will @potus post from noon 5/17 - noon 5/24?";"@potus tweets noon 5/17 - noon 5/24?";"64 or fewer";"64-"
"How many tweets will @potus post from noon 5/17 - noon 5/24?";"@potus tweets noon 5/17 - noon 5/24?";"80 - 84";"80 - 84"
"How many tweets will @potus post from noon 5/17 - noon 5/24?";"@potus tweets noon 5/17 - noon 5/24?";"85 - 89";"85 - 89"
